,Monocyte,pair
"('Cholangiocyte', 'Kupffer', 'LSEC', 'NK')",0.2187,"('Cholangiocyte', 'Kupffer', 'LSEC', 'NK')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.369,"('Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')",0.1601,"('Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')",0.6469,"('Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('Cholangiocyte', 'Kupffer', 'NK', 'Stellate')",0.4196,"('Cholangiocyte', 'Kupffer', 'NK', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.5134,"('Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')",0.7563,"('Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')"
"('Cholangiocyte', 'LSEC', 'NK', 'Stellate')",0.6121,"('Cholangiocyte', 'LSEC', 'NK', 'Stellate')"
"('Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6356,"('Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')",0.6891,"('Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.3671,"('Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.4403,"('Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.2417,"('Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.6229,"('Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4122,"('Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.4756,"('Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.6786,"('Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5518,"('Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.5817,"('Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.6543,"('Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.6285,"('Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('Kupffer', 'LSEC', 'NK', 'Stellate')",0.3719,"('Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.4134,"('Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.6707,"('Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('LSEC', 'NK', 'Neutrophil', 'Stellate')",0.661,"('LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.4284,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",0.5399,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK')",0.7618,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')",0.7465,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",0.7251,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.1786,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK')",0.3258,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil')",0.6933,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Stellate')",0.3818,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK')",0.6068,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil')",0.7921,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Stellate')",0.6565,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil')",0.7194,"('B', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'NK', 'Stellate')",0.6863,"('B', 'CD8', 'Cholangiocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Neutrophil', 'Stellate')",0.7095,"('B', 'CD8', 'Cholangiocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC')",0.3855,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK')",0.4324,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.6669,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Stellate')",0.5009,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK')",0.5478,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.6956,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Stellate')",0.5099,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'NK', 'Neutrophil')",0.6659,"('B', 'CD8', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'NK', 'Stellate')",0.7233,"('B', 'CD8', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.6173,"('B', 'CD8', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'NK')",0.2087,"('B', 'CD8', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'Neutrophil')",0.6747,"('B', 'CD8', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'Stellate')",0.3404,"('B', 'CD8', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'NK', 'Neutrophil')",0.7713,"('B', 'CD8', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Kupffer', 'NK', 'Stellate')",0.5518,"('B', 'CD8', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'Neutrophil', 'Stellate')",0.6991,"('B', 'CD8', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'LSEC', 'NK', 'Neutrophil')",0.7549,"('B', 'CD8', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'LSEC', 'NK', 'Stellate')",0.5974,"('B', 'CD8', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'LSEC', 'Neutrophil', 'Stellate')",0.696,"('B', 'CD8', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'NK', 'Neutrophil', 'Stellate')",0.653,"('B', 'CD8', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')",0.1653,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')",0.4224,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.6507,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')",0.2769,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')",0.5496,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.6625,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')",0.4545,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil')",0.7529,"('B', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')",0.7212,"('B', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.7448,"('B', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')",0.1934,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.4775,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')",0.1077,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')",0.6848,"('B', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')",0.4136,"('B', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.5334,"('B', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')",0.7795,"('B', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')",0.6215,"('B', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.677,"('B', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')",0.7061,"('B', 'Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.3934,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.5168,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.253,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.6582,"('B', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4549,"('B', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.5099,"('B', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.6962,"('B', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5316,"('B', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.5689,"('B', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.6277,"('B', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.6605,"('B', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3384,"('B', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5087,"('B', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.697,"('B', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6958,"('B', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')",0.3253,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')",0.5254,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.7459,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')",0.5409,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')",0.576,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.6835,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')",0.577,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil')",0.7165,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')",0.746,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.689,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')",0.2429,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.6106,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4102,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')",0.6887,"('CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')",0.5046,"('CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.6441,"('CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')",0.7747,"('CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')",0.6572,"('CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.7131,"('CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')",0.6984,"('CD8', 'Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.4208,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.6123,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4647,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.6503,"('CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4588,"('CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.6098,"('CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.7019,"('CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('CD8', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.595,"('CD8', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6593,"('CD8', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.6681,"('CD8', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.693,"('CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('CD8', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4393,"('CD8', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.6413,"('CD8', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.6993,"('CD8', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6756,"('CD8', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.3269,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.386,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.2394,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.7326,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.5367,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.6267,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.6735,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5717,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6281,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.6992,"('Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.5867,"('Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3863,"('Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.437,"('Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.6175,"('Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.685,"('Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.6034,"('Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4603,"('Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5007,"('Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.5946,"('Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6418,"('Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6299,"('Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')",0.3113,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')",0.4634,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.7456,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')",0.4825,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')",0.5785,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.6978,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')"
