,Monocyte,pair
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')",0.5918,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil')",0.7486,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')",0.738,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.731,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')",0.1718,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.6307,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')",0.3509,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')",0.712,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')",0.492,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.6453,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')",0.7978,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')",0.66,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.7398,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')",0.7122,"('B', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.4559,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.6147,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4487,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.6814,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.534,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.6135,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.7109,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5548,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6722,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.6303,"('B', 'CD8', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.7027,"('B', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3866,"('B', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.6736,"('B', 'CD8', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.7073,"('B', 'CD8', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6996,"('B', 'CD8', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.3187,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.4201,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.2549,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.7441,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4889,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.6991,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.6871,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5824,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6764,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.725,"('B', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.647,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3541,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.4595,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.6561,"('B', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.7109,"('B', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.6331,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4592,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.4644,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.6137,"('B', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6706,"('B', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6638,"('B', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.3296,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.51,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.3842,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.7467,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.5925,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.7149,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.6909,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5841,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6641,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.6842,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.6008,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4133,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5924,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.6449,"('CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.7132,"('CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.6284,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4994,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5728,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.6206,"('CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6669,"('CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.674,"('CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.5037,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.393,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.446,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.7208,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6527,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5816,"('Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5863,"('Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.3233,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.5107,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.3796,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.756,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.5205,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.7475,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.7093,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.6021,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6806,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.7188,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.6498,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3894,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.6032,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.6598,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.7341,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.6351,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4919,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5556,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.6278,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6829,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6878,"('B', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.4996,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3828,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.4916,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.7467,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6706,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5858,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5643,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.5399,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3906,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5512,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.714,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.662,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6034,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5907,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5377,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.5405,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3912,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5723,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.7519,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6805,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.612,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5827,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5508,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5795,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.579,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
