,Neutrophil,pair
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')",0.4515,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK')",0.496,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Stellate')",0.5421,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')",0.3523,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.7289,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')",0.6985,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')",0.7119,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK')",0.7143,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.7288,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')",0.7017,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK')",0.6984,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Stellate')",0.7254,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')",0.6957,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Monocyte', 'NK', 'Stellate')",0.7203,"('B', 'CD8', 'Cholangiocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.5998,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5553,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5776,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.5911,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.6106,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.58,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.5867,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.5843,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.4802,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.5464,"('B', 'CD8', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.7294,"('B', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7318,"('B', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.693,"('B', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.7685,"('B', 'CD8', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.7652,"('B', 'CD8', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6058,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5598,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5559,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.6027,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.6165,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.5594,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.5684,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.5633,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.4573,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.5577,"('B', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.735,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7173,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.7125,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.7326,"('B', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.7294,"('B', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6122,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6212,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.576,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.623,"('B', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5973,"('B', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.7334,"('B', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6077,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5435,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5556,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.5928,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.6156,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.5354,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.5426,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.5539,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.4329,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.5174,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.718,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7211,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.6824,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.7252,"('CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.7328,"('CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6077,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6227,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5675,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.6047,"('CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6042,"('CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.7391,"('CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5984,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6009,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5658,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.6064,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5662,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.7298,"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6333,"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6115,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.562,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5724,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.6057,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.6224,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.558,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.5667,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.5785,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.4686,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.5515,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.7295,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7343,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.7059,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.7279,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.731,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6056,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6203,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5811,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.6148,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5983,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.7331,"('B', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.613,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6179,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5782,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.626,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5866,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.7466,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6259,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6046,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6107,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5698,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.608,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5654,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.7248,"('CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6301,"('CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6121,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6105,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.621,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5837,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.6213,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.587,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.7395,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.626,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6261,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6102,"('CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6245,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
